Title,Brand,Price,ItemStatus,NbFavourite,UserRating,NbEvalUser,Description,URL
Mütze fast neu,The North Face,12.0,3,9,5,278,Kaum benutzt,https://www.vinted.fr/items/5879709165-mutze-fast-neu
The North Face Mütze,The North Face,13.0,3,12,4.8,23,Wird nicht getragen,https://www.vinted.fr/items/5043572527-the-north-face-mutze
The North Face Mütze,The North Face,8.0,3,4,4.9,145,The North Face Mütze Herren sehr selten getragen,https://www.vinted.fr/items/5889937173-the-north-face-mutze
Original The North Face Mütze,The North Face,15.0,2,14,4.9,36,"Ungetragen, wie neu.",https://www.vinted.fr/items/5813724561-original-the-north-face-mutze
The Noth Face(Tnf) Mütze/Beanie Grau/Grey,The North Face,12.0,3,3,4.5,70,"Selten getragen 
Top Zustand
Bei fragen gerne kontaktieren 
Bezahlung gerne über Paypal 






#tnf #northface #beanie #winter #vintage #style #y2k",https://www.vinted.fr/items/5951719123-the-noth-facetnf-mutzebeanie-graugrey
The North Face Mütze,The North Face,15.0,3,5,4.8,49,"Selten getragen
Original Etikett innen vorhanden",https://www.vinted.fr/items/6036944019-the-north-face-mutze
graue Mütze von the North Face,The North Face,8.5,3,1,5,9,wenig getragene Mütze in grau von the North Face,https://www.vinted.fr/items/6042162649-graue-mutze-von-the-north-face
Mütze,The North Face,17.0,2,2,4.9,169,Nie getragen,https://www.vinted.fr/items/6040761713-mutze
The North Face Beanie,The North Face,10.0,3,2,4.9,190,"Top Zustand 

Bei Fragen gerne melden☺️",https://www.vinted.fr/items/6033116616-the-north-face-beanie
The North Face Beanie Mütze grün,The North Face,17.0,2,3,5,713,ungetragen,https://www.vinted.fr/items/6030095971-the-north-face-beanie-mutze-grun
The North Face Mütze unisex,The North Face,15.0,1,9,4.9,163,Einheitsgröße,https://www.vinted.fr/items/6020260582-the-north-face-mutze-unisex
The North Face beanie,The North Face,5.0,4,1,4.3,11,"Versand in 24h/48h 📦
Bei Intersse oder Fragen gerne melden!",https://www.vinted.fr/items/6027013104-the-north-face-beanie
The North Face Mütze,The North Face,5.0,3,0,No rating,No evaluations,No description,https://www.vinted.fr/items/6029058300-the-north-face-mutze
The north face Mütze,The North Face,10.0,2,1,No rating,No evaluations,No description,https://www.vinted.fr/items/6028067726-the-north-face-mutze
The North Face Schwarz/Grau,The North Face,5.0,3,0,No rating,No evaluations,No description,https://www.vinted.fr/items/6027370700-the-north-face-schwarzgrau
The North Face TNF Beanie Mütze,The North Face,20.0,2,1,No rating,No evaluations,No description,https://www.vinted.fr/items/6027854496-the-north-face-tnf-beanie-mutze
"The North Face Mütze, Unisex, Schwarz, One Size",The North Face,5.0,4,1,5,1,"Hersteller: The North Face
Artikel: Mütze
Farbe: schwarz

3-4x getragen, guter Zustand",https://www.vinted.fr/items/6020155902-the-north-face-mutze-unisex-schwarz-one-size
The North Face Beanie,The North Face,10.0,3,11,5,8,selten getragen ist in einem guten Zustand,https://www.vinted.fr/items/5996582006-the-north-face-beanie
The North Face Mütze,The North Face,9.99,3,2,4.9,172,"* Zustand 8/10

* Größe von Etikett oversize 

* 100 % original

* Versand am ersten Tag

* Keine Rückerstattung / Keine Rückgabe


#vintage #vintagestyle #rare #very #vintagefashion  #vintagelook #",https://www.vinted.fr/items/6018098020-the-north-face-mutze
The North Face Mütze,The North Face,10.0,3,1,5,12,Unisex Größe,https://www.vinted.fr/items/6017438940-the-north-face-mutze
the north face beani/mütze,The North Face,15.0,3,0,4.6,34,keine mängel,https://www.vinted.fr/items/6022593518-the-north-face-beanimutze
Northface Mütze,The North Face,10.0,3,18,5,2,Sehr gute Zustand,https://www.vinted.fr/items/5986728738-northface-mutze
The North Face Beanie Schwarz,The North Face,4.0,3,3,5,14,"Selten getragen 
Einwandfreie Qualität und Zustand
Perfekt für Kälte
Bei Fragen und Interesse gerne melden",https://www.vinted.fr/items/5991525609-the-north-face-beanie-schwarz
The North Face InsideOut Mütze,The North Face,8.0,3,3,5,2,"TheNorthFace Mütze
Kann InsideOut getragen werden
Schwarz/Grau",https://www.vinted.fr/items/5991577633-the-north-face-insideout-mutze
The North Face Mütze,The North Face,15.0,4,5,5,23,"Ich verkaufe diese diese TNF Mütze.

Bei Interesse gerne melden:)",https://www.vinted.fr/items/5993273126-the-north-face-mutze
The North Face Mütze,The North Face,6.0,3,2,5,8,"#thenorthfacemütze 
 Mütze in einem sehr guten Zustand",https://www.vinted.fr/items/5992202388-the-north-face-mutze
The North Face design Wollmütze Beanie,The North Face,10.0,3,0,5,9,"Ich verkaufe hier meine Wollmütze.
Hält super warm.
wenig gebraucht.
Passt auf allen Köpfen.
Sieht wirklich Stylisch aus.
Keine Mängel oder Schäden.

Bei Interesse gerne bei mir melden.

Dies ist ein Privatverkauf. Die Ware wird unter Ausschluss jeglicher Gewährleistung verkauft. Keine Garantie, keine Rücknahme oder Umtausch.",https://www.vinted.fr/items/6018715056-the-north-face-design-wollmutze-beanie
The North Face Mütze,The North Face,11.0,3,15,5,25,Gelb/orange north face Mütze,https://www.vinted.fr/items/5961287085-the-north-face-mutze
The North Face Mütze,The North Face,13.0,3,0,5,3,"Schön,hält Warm und selten benutzt.",https://www.vinted.fr/items/6008931763-the-north-face-mutze
The North Face Beanie,The North Face,15.0,2,4,5,10,"The North Face Beanie dunkelblau
NIE getragen
NEU ohne Etikett 
Perfekter Zustand
VB",https://www.vinted.fr/items/5985017538-the-north-face-beanie
Strickmütze The North Face schwarz,The North Face,16.0,3,10,4.9,274,Selten getragen,https://www.vinted.fr/items/5971420574-strickmutze-the-north-face-schwarz
Mütze in Schwarz von The North Face,The North Face,15.0,3,0,4.9,59,"Verkaufe meine The North Face Mütze in Schwarz. 

Super Zustand, da kaum getragen.",https://www.vinted.fr/items/6007682036-mutze-in-schwarz-von-the-north-face
the north face beanie,The North Face,8.0,2,35,4.2,29,nie getragen,https://www.vinted.fr/items/5905465842-the-north-face-beanie
North Face Mütze dunkelblau,The North Face,13.0,3,5,5,48,"Verkaufe diese Mütze von The North Face.
Sie befindet sich in einem sehr guten Zustand.
Bei weiteren Fragen gerne melden ✌️",https://www.vinted.fr/items/5982008424-north-face-mutze-dunkelblau
The North Face Mütze,The North Face,9.0,3,9,4.7,20,selten getragen,https://www.vinted.fr/items/5920109799-the-north-face-mutze
Mütze mit Bommel North Face,The North Face,5.0,3,3,5,6,ein mal getragen,https://www.vinted.fr/items/5948208616-mutze-mit-bommel-north-face
Beanie,The North Face,5.0,Satisfactory,10,1,2,Gut getragene Beanie,https://www.vinted.fr/items/4312385450-beanie
The North Face schwarze Mütze,The North Face,2.0,4,6,5,10,"Selten getragen, schöne Mütze",https://www.vinted.fr/items/5694688170-the-north-face-schwarze-mutze
The North Face Mütze Grau,The North Face,25.0,3,0,5,159,"Top Zustand!
Bei Fragen gerne melden!
🙋🏻‍♂️ 

Privatkauf: keine Rücknahme",https://www.vinted.fr/items/6006960613-the-north-face-mutze-grau
The north Face Mütze schwarz,The North Face,15.0,3,9,4.7,71,"Tolle schwarze Mütze von the north Face 
Unisex",https://www.vinted.fr/items/5945890103-the-north-face-mutze-schwarz
The North Face Beanie - Double Face,The North Face,2.99,4,1,5,5,"Double Face The North Face Beanie.
Good Condition",https://www.vinted.fr/items/5978426347-the-north-face-beanie-double-face
The North Face Mütze,The North Face,10.0,3,9,4.4,20,Gut erhalten; Preis ist Verhandelbar,https://www.vinted.fr/items/5923853266-the-north-face-mutze
The north face,The North Face,10.0,2,15,5,17,Neu einheitsgröße,https://www.vinted.fr/items/5883841764-the-north-face
North Face Mütze,The North Face,11.0,3,6,5,17,"Paar mal getragen 
Einheitsgröße",https://www.vinted.fr/items/5938132842-north-face-mutze
Mütze,The North Face,5.0,3,5,5,67,"Mit weichem fleece gefüttert, so juckt sie nicht",https://www.vinted.fr/items/5697566870-mutze
North Face Strickmütze unisex,The North Face,10.0,3,18,No rating,No evaluations,No description,https://www.vinted.fr/items/5453022785-north-face-strickmutze-unisex
graue The North Face Mütze,The North Face,15.0,2,5,No rating,No evaluations,No description,https://www.vinted.fr/items/5946356534-graue-the-north-face-mutze
The North Face Mütze,The North Face,7.0,3,5,No rating,No evaluations,No description,https://www.vinted.fr/items/5713097230-the-north-face-mutze
Mütze fast neu,The North Face,12.0,3,9,No rating,No evaluations,No description,https://www.vinted.fr/items/5879709165-mutze-fast-neu
The North Face Mütze,The North Face,13.0,3,12,No rating,No evaluations,No description,https://www.vinted.fr/items/5043572527-the-north-face-mutze
The North Face Mütze,The North Face,8.0,3,4,No rating,No evaluations,The North Face Mütze Herren sehr selten getragen,https://www.vinted.fr/items/5889937173-the-north-face-mutze
Original The North Face Mütze,The North Face,15.0,2,14,4.9,36,"Ungetragen, wie neu.",https://www.vinted.fr/items/5813724561-original-the-north-face-mutze
The Noth Face(Tnf) Mütze/Beanie Grau/Grey,The North Face,12.0,3,3,4.5,70,"Selten getragen 
Top Zustand
Bei fragen gerne kontaktieren 
Bezahlung gerne über Paypal 






#tnf #northface #beanie #winter #vintage #style #y2k",https://www.vinted.fr/items/5951719123-the-noth-facetnf-mutzebeanie-graugrey
The North Face Beanie,The North Face,7.0,3,4,4.9,65,"One Size
Gemütlich",https://www.vinted.fr/items/5852705494-the-north-face-beanie
Schwarze The North Face Mütze,The North Face,15.0,3,26,No rating,No evaluations,Super selten getragen. Ist im 1A Zustand,https://www.vinted.fr/items/5220631209-schwarze-the-north-face-mutze
Mütze,The North Face,15.0,3,18,4.7,94,Warme Mütze von north face,https://www.vinted.fr/items/5429054984-mutze
Grünes Beanie - The North Face,The North Face,15.0,2,13,5,91,"Nur zum anprobieren getragen, ansonsten neu!",https://www.vinted.fr/items/5673725691-grunes-beanie-the-north-face
Schwarze The North Face Wollmütze,The North Face,11.0,3,7,4.8,33,"Super Zustand, Einheitsgröße",https://www.vinted.fr/items/5696923330-schwarze-the-north-face-wollmutze
North Face Beanie,The North Face,7.0,3,4,5,44,"Wenig getragen, leichter Stoff",https://www.vinted.fr/items/5469143203-north-face-beanie
The North Face Mütze,The North Face,7.0,4,3,4.8,52,Guter Zustand.,https://www.vinted.fr/items/5890329673-the-north-face-mutze
bonnet bleu the north face,The North Face,5.0,4,6,4.2,35,le bonnet est en bon état mais il y a quelques petite pluches,https://www.vinted.fr/items/6039012473-bonnet-bleu-the-north-face
The North Face Mütze,The North Face,15.0,3,14,4.6,57,"Hier selbst gekauft, leider ist sie etwas zu groß",https://www.vinted.fr/items/4945336388-the-north-face-mutze
The North Face Mütze unisex grau,The North Face,10.0,3,3,5,3,"Ich verkaufe meine Mütze (unisex). Ich habe die Mütze kaum getragen, daher ist sie in einem sehr guten Zustand. Außerdem hat sie keine Löcher oder Flecken es ist eine Einheitsgröße. 

Keine Rückgabe oder Garantie möglich.

Bei Interesse gerne anschreiben :)",https://www.vinted.fr/items/5974983747-the-north-face-mutze-unisex-grau
Beanie,The North Face,10.0,3,6,4.9,72,"Beanie The North Face 

One sitze",https://www.vinted.fr/items/4431723262-beanie
The North Face Beanie,The North Face,12.0,3,7,5,17,"- The north Face Beanie 
- sehr guter Zustand 
- wenig getragen 
-einheitsgröße",https://www.vinted.fr/items/5717794510-the-north-face-beanie
The North Face Mütze,The North Face,20.0,3,0,5,2,"Verkaufe eine The North Face Mütze in schwarz.
Sie ist One Size, nur 2x getragen und frisch gewaschen.

Privatverkauf aus Nichtraucherhaushalt, keine Rücknahme, Garantie und Gewährleistung.",https://www.vinted.fr/items/5995697768-the-north-face-mutze
Mütze The North Face,The North Face,15.0,3,15,5,3,"Nur 2x getragen, da doch etwas zu groß für die eigene Kopfform.",https://www.vinted.fr/items/5075301724-mutze-the-north-face
Berretto the north face,The North Face,10.0,1,6,4.8,83,Berretto the north face,https://www.vinted.fr/items/6042072749-berretto-the-north-face
The north Face Mütze,The North Face,15.0,3,9,4.7,34,Nur einmal getragen original in sehr gutem Zustand. Privatverkauf Perfekt für den Winter.,https://www.vinted.fr/items/4967061059-the-north-face-mutze
Bonnet beige,The North Face,9.99,1,18,5,8,"Neuf avec étiquette 🏷, envoie rapide, taille unique, expédier dans de très bon emballages d'envoi.",https://www.vinted.fr/items/6037329207-bonnet-beige
North Face Mütze,The North Face,7.0,2,3,5,33,"Unisex, sehr hochwertige Mütze, kaum getragen, robustes Material",https://www.vinted.fr/items/5580694003-north-face-mutze
North Face Mütze,The North Face,15.0,4,3,No rating,No evaluations,Etwas getragen aber noch guter Zustand,https://www.vinted.fr/items/5928412168-north-face-mutze
"The North face Beanie , leicht gefüttert",The North Face,15.0,3,12,4.8,70,"Einmal getragen, ist mir leider etwas klein. Laut Etikett one size fits all, würde sagen passt bis maximal Hutgröße 58.",https://www.vinted.fr/items/5617335192-the-north-face-beanie-leicht-gefuttert
North Face Mütze,The North Face,15.0,2,4,4.6,21,Nie getragen,https://www.vinted.fr/items/5910829234-north-face-mutze
Berretto the north face,The North Face,10.0,1,4,4.8,83,Berretto the north face,https://www.vinted.fr/items/6042269546-berretto-the-north-face
The North Face Mütze,The North Face,15.0,3,8,4,4,Die Mütze wurde nicht oft getragen und ist in einem relativ guten Zustand,https://www.vinted.fr/items/5755417149-the-north-face-mutze
The North Face Mütze,The North Face,9.0,3,4,5,1862,"!! Kein Systemkauf !!!

Sehr guter getragener Zustand, minimales Pilling! Hat mein Sohn von 2-4 getragen!

Keine Garantie und Rücknahme!",https://www.vinted.fr/items/5713517742-the-north-face-mutze
"The North Face Mütze Senfgelb, wie neu",The North Face,15.0,3,10,4.8,8,"Verkaufe eine North Face Mütze unisex in Senfgelb 
Rauch und Tierfreier Haushalt 
Privatverkauf keine Rücknahme 

Bezahlung über Vinted mit Käuferschutz",https://www.vinted.fr/items/5787732292-the-north-face-mutze-senfgelb-wie-neu
Mütze Beanie The North Face,The North Face,15.0,3,6,5,105,No description,https://www.vinted.fr/items/5727194116-mutze-beanie-the-north-face
The North Face Mütze,The North Face,12.0,3,3,5,79,No description,https://www.vinted.fr/items/5913223552-the-north-face-mutze
The north Face Beanie,The North Face,18.0,1,26,No rating,No evaluations,No description,https://www.vinted.fr/items/5457895964-the-north-face-beanie
Bonnet beige côtelé The North Face,The North Face,6.5,3,4,No rating,No evaluations,No description,https://www.vinted.fr/items/6037343826-bonnet-beige-cotele-the-north-face
Mütze The North Face,The North Face,12.0,4,3,5,5,Fällt sehr klein aus.,https://www.vinted.fr/items/5610848099-mutze-the-north-face
Capellino the north face,The North Face,5.0,3,4,No rating,No evaluations,Cappellino,https://www.vinted.fr/items/6039232672-capellino-the-north-face
The North Face Mütze Orange,The North Face,16.0,4,18,5,11,"The North Face hat in Orange
Perfect for the coming winter
Condition is good 7/10
Let me know if you have any questions",https://www.vinted.fr/items/5440536994-the-north-face-mutze-orange
Herren The North Face Winter Mütze,The North Face,15.0,4,4,3.5,11,Winter Mütze Top Zustand sehr wenig getragen,https://www.vinted.fr/items/5177804188-herren-the-north-face-winter-mutze
The North Face Mütze,The North Face,12.0,1,3,5,3,"Selten getragen 
wie neu 
gefällt mir nicht mehr so :/

Bei Interesse gerne melden 🥰",https://www.vinted.fr/items/5837170701-the-north-face-mutze
Braune Northface Beanie,The North Face,15.0,2,3,5,27,"Kaum getragen, hält super warm",https://www.vinted.fr/items/5841644105-braune-northface-beanie
Dunkelblaue Beanie,The North Face,5.0,4,17,5,12,"Ich verkaufe diese dunkelblaue The North Face Beanie. 

Kaum getragen 
Neupreis 29,99€

Bei Fragen und oder weiteren Fotos gerne einfach anschreiben :)

Kann gerne übers System gekauft werden
Ansonsten Paypal F&F (bei geschäftlicher Überweisung bitte die Gebühren selbst übernehmen)

Privatverkauf, sowohl keine Rücknahme, als auch keine Garantie oder Gewährleistung.",https://www.vinted.fr/items/5622437937-dunkelblaue-beanie
Berretto di lana The North Face Navy Blu,The North Face,13.0,1,5,4.4,8,Berretto di lana The North Face Navy Blu,https://www.vinted.fr/items/6038523592-berretto-di-lana-the-north-face-navy-blu
The North Face Mütze,The North Face,15.0,2,4,3.8,4,Ich verkaufe meine North Face Mütze in der Farbe Schwarz,https://www.vinted.fr/items/5636497663-the-north-face-mutze
The North Face Mütze,The North Face,15.0,3,3,5,854,"Top Zustand 



#northsportugiese19",https://www.vinted.fr/items/5724093944-the-north-face-mutze
The North Face Mütze,The North Face,18.0,3,24,5,96,"Ist wie neu:)
NP waren 40€
Einheitsgrösse & unisex",https://www.vinted.fr/items/5468392503-the-north-face-mutze
The North Face Mütze,The North Face,22.0,Satisfactory,19,5,19,Eine The North Face Mütze,https://www.vinted.fr/items/4536780101-the-north-face-mutze
The North Face Mütze grün,The North Face,25.0,1,26,5,8,"Mütze in Einheitsgröße
Privater Verkauf ohne Rücknahme.",https://www.vinted.fr/items/5248971523-the-north-face-mutze-grun
North Face Mütze,The North Face,8.0,3,2,4.4,15,Graue North Face Mütze mit Bommel,https://www.vinted.fr/items/5777813560-north-face-mutze
North Face Wintermütze Onesize,The North Face,20.0,3,9,5,50,"Verkaufe 2 Mützen von north face, keine Mängel, unisex

Stückpreis 20,.


1× Lila",https://www.vinted.fr/items/5553788689-north-face-wintermutze-onesize
The North Face Mütze Beanie,The North Face,16.0,2,2,4.9,66,"Selten getragen, wie neu",https://www.vinted.fr/items/5609401034-the-north-face-mutze-beanie
The North Face Mütze,The North Face,17.0,3,2,4.8,17,"North Face Mütze in der Farbe braun mit einem Bömmel
1x getragen",https://www.vinted.fr/items/5956311467-the-north-face-mutze
Mütze Winter The North Face,The North Face,9.0,3,2,5,135,"Super Zustand. 
UNISEX - Einheitsgröße
Versand im Briefumschlag günstig möglich. ❄️",https://www.vinted.fr/items/5835316827-mutze-winter-the-north-face
North Face Mütze,The North Face,25.0,1,10,5,8,Ungetragen mit Original Etikett,https://www.vinted.fr/items/5220410359-north-face-mutze
Warme Wollmütze North Face,The North Face,20.0,4,1,5,3,Ich verkaufe diese super warme Mütze von North Face (Einheitsgröß),https://www.vinted.fr/items/5971761981-warme-wollmutze-north-face
Bonnet noir,The North Face,9.99,1,28,5,8,"Neuf avec étiquette 🏷
Taille unique,
Envoie rapide.",https://www.vinted.fr/items/6032153839-bonnet-noir
Hellgrüne Beanie,The North Face,19.0,3,6,4.9,40,Guter Zustand,https://www.vinted.fr/items/5709481297-hellgrune-beanie
Bonnet bordeaux,The North Face,9.99,1,16,5,8,"Neuf avec étiquette 🏷
Taille unique,
Envoie rapide.",https://www.vinted.fr/items/6032114781-bonnet-bordeaux
"Kinder Beanie Mütze von North Face, Gr. S (2-4 Jahre)",The North Face,15.0,1,13,4.9,279,"Verkaufe hier eine neue ungetrage Beanie ""Kids Jim Beanie"" schwarz/grau von North Face für Kids. Meinem Sohn ist sie viel zu klein. GR. S für 2-4 Jährige. Neupreis lag bei 23 € 

Wir sind ein tierfreier Nichtraucherhaushalt.  Privatverkauf keine Garantie oder Rücknahme.",https://www.vinted.fr/items/5215053693-kinder-beanie-mutze-von-north-face-gr-s-2-4-jahre
Bonnet The North Face Noir,The North Face,8.0,3,1,5,166,"Bonnet TNF Blanc 
TNF White Beanie 
Taille Unique 
Envoi Rapide et Soigné",https://www.vinted.fr/items/6041358374-bonnet-the-north-face-noir
Bonnet blanc,The North Face,9.99,1,19,5,8,"Neuf avec étiquette 🏷 
Envoie rapide ,taille unique.",https://www.vinted.fr/items/6031918379-bonnet-blanc
Bonnet North face,The North Face,5.0,2,0,4.8,1075,Noir adulte,https://www.vinted.fr/items/6041539448-bonnet-north-face
Gorro The North Face,The North Face,9.95,3,9,4.9,40,"Nuevo a estrenar
Talla única",https://www.vinted.fr/items/6035471004-gorro-the-north-face
The Nort Face Mütze,The North Face,25.0,1,5,4.5,72,"Ungetragen, Neu mit Etikett",https://www.vinted.fr/items/5899111375-the-nort-face-mutze
The North Face Beanie,The North Face,20.0,3,7,4.4,41,"The North Face Beanie / Mütze in Schwarz

Größe: Unisex/ Onesize

3-4 mal getragen",https://www.vinted.fr/items/4682067731-the-north-face-beanie
